price,suburb,property_size,km_from_cbd
1900000,Denistone,800,13.34
1395000,Emu Plains,1037,52.26
1200000,Wolli Creek,284,9.02
1010000,Spring Farm,500,50.15
4850000,Balgowlah Heights,706,8.19
2625000,Killcare,1043,40.73
2480000,Malabar,520,11.71
2340000,Sefton,1450,18.62
1835000,Kirkham,4717,49.9
1200000,Macquarie Links,711,33.73
1005000,Revesby,300,20.44
840000,Yagoona,314,17.96
725000,Woy Woy,442,40.99
721000,Toongabbie,199,25.67
590000,Woy Woy,683,40.99
1600000,North Narrabeen,462,19.68
970000,Yagoona,318,17.96
1875000,Grasmere,4818,53.97
1563000,Willoughby,188,6.53
1260000,Voyager Point,612,24.14
1255000,Emu Plains,702,52.26
1195000,Oran Park,601,45.41
1120128,Mount Riverview,1309,55.12
1025000,South Windsor,630,46.1
885000,Woy Woy,493,40.99
800000,Yagoona,267,17.96
765000,Toongabbie,245,25.67
460000,Gosford,88,50.42
2270000,Church Point,1383,24.6
2000000,Killcare Heights,899,40.94
1750000,Hardys Bay,1434,39.86
1090000,Mount Riverview,822,55.12
1080000,Blue Bay,435,62.76
3100000,Balgowlah Heights,928,8.19
1895000,Avalon Beach,651,28.35
1350000,Lindfield,234,10.35
1060000,Bungarribee,559,33.4
785000,Greystanes,562,25.53
2700000,Balmain East,157,1.85
2600000,Killcare Heights,639,40.94
2200000,Emu Plains,749,52.26
1950000,Warrawee,901,17.2
1850000,Roseville,683,9.54
1500000,Cabramatta,1600,25.6
1280000,West Gosford,802,50.4
1150000,Waverley,106,5.91
600000,Woy Woy,462,40.99
2375000,Belmore,645,12.8
2125000,Macmasters Beach,803,44.72
1956000,Cromer,544,15.89
1810000,Toongabbie,600,25.67
1525000,West Pymble,828,13.47
1446000,Fairfield Heights,1910,24.84
1346000,Hardys Bay,3477,39.86
1150000,Woronora,822,23.38
1017000,Horningsea Park,596,34.99
844000,Burwood,138,9.9
813000,Woy Woy,670,40.99
560000,Gorokan,607,73.16
3817000,St Ives,930,15.99
3530000,Riverview,878,6.44
3410000,Rhodes,393,11.87
3320000,Rhodes,393,11.87
3180000,St Ives,1026,15.99
2900000,Grays Point,1669,24.3
2700000,Summer Hill,278,7.42
2620000,Cammeray,342,4.73
2425000,St Ives,1581,15.99
2380000,St Ives,961,15.99
2206000,Beverly Hills,539,15.28
2131000,Mount Colah,4457,23.26
2100000,Kingsgrove,771,13.14
1950000,Lake Munmorah,550,81.81
1855000,Belrose,545,15.92
1655000,West Pymble,1046,13.47
1450000,Peakhurst Heights,556,18.83
1390000,Leichhardt,182,5.31
1365000,Burwood,335,9.9
1177000,Toongabbie,645,25.67
1050000,Oran Park,663,45.41
800000,Ingleburn,534,36.04
715000,Mount Druitt,714,38.24
660000,Eastwood,77,14.34
1300000,Gorokan,935,73.16
3410000,Rhodes,393,11.87
960000,Oran Park,565,45.41
1940000,Elanora Heights,608,19.05
1106000,Toongabbie,841,25.67
985000,Caringbah,227,20.47
5850000,Vaucluse,930,6.21
5050000,Warrawee,1764,17.2
4205000,Riverview,563,6.44
3060000,Point Clare,1034,48.17
1856000,Leichhardt,314,5.31
1840000,Cromer,563,15.89
1550000,Leonay,739,52.96
1350000,Denistone,505,13.34
1250000,East Gosford,253,49.55
807000,Oran Park,390,45.41
468000,Gorokan,626,73.16
3800000,Cheltenham,1258,17.09
2595000,Eastwood,1391,14.34
2400000,St Ives,929,15.99
2000000,St Ives,4998,15.99
1810000,Cromer,556,15.89
1800000,Hurstville Grove,474,16.45
1775000,Fairlight,223,9.88
1640000,Surry Hills,58,2.14
1440000,Bexley,486,12.84
1200000,Davistown,551,44.49
1000000,Macquarie Links,1796,33.73
865000,Caringbah,194,20.47
11600000,Whale Beach,1404,30.16
5100000,St Ives,1024,15.99
4500000,Cremorne Point,325,3.01
3200000,North Avoca,550,49.98
2450000,Church Point,1314,24.6
1800000,Hardys Bay,1031,39.86
1675000,Leichhardt,221,5.31
1625000,The Ponds,544,33.2
1400000,Daleys Point,2220,42.27
1260000,Sutherland,928,23.45
1150000,Cabramatta,670,25.6
1000000,Macmasters Beach,607,44.72
950000,Leichhardt,107,5.31
800000,Bexley,166,12.84
755000,Mount Druitt,594,38.24
700000,Gorokan,506,73.16
510000,Gorokan,512,73.16
4505000,Silverwater,2443,15.62
3210000,Surry Hills,221,2.14
3050000,St Leonards,436,5
3000000,Eastwood,1010,14.34
2900000,Castlecrag,556,7.26
2620000,St Ives,923,15.99
2600000,Eastwood,675,14.34
2410000,West Gosford,935,50.4
2310000,Lewisham,223,6.74
2177000,Kincumber,10000,47.05
2172000,Eastwood,1176,14.34
2075000,Wahroonga,537,17.9
2010000,Rosebery,430,5.94
2000000,Westleigh,696,21.62
2000000,Pagewood,449,8.19
2000000,Chifley,601,11.99
1922000,Bexley,775,12.84
1901000,Hurstville Grove,696,16.45
1715000,Bardwell Valley,582,10.89
1640000,Newtown,103,4.73
1610000,Newtown,114,4.73
1563000,Melrose Park,310,13.84
1550000,Ramsgate,455,14.55
1360000,Abbotsbury,699,32.42
1321000,Bardwell Valley,321,10.89
1300000,Woolloomooloo,69,0.99
1300000,Ramsgate,505,14.55
941000,Yagoona,613,17.96
2000000,Kingsgrove,775,13.14
1106220,Mount Riverview,1644,55.12
3250000,Erskineville,226,4.66
2600000,Killcare Heights,734,40.94
1760000,Chittaway Point,639,64.12
1625000,Macmasters Beach,696,44.72
610000,Mount Druitt,271,38.24
2300000,South Turramurra,1151,15.73
2020000,Cobbitty,1143,51.16
2000000,Matraville,300,11.18
1900000,South Turramurra,1081,15.73
1695000,Caringbah,1088,20.47
1651000,Beacon Hill,465,13.32
1100000,Minto,600,38.06
885000,Pyrmont,128,1.67
750000,Oran Park,375,45.41
690000,Mount Druitt,451,38.24
500000,Mount Druitt,234,38.24
446000,Ingleburn,180,36.04
7325000,Balmain East,454,1.85
6100024,Wahroonga,2327,17.9
2475000,St Ives,936,15.99
2460000,Wahroonga,655,17.9
2200000,Kogarah Bay,645,15.25
1460000,Eastlakes,595,7.32
1450000,Wyong,1543,68.18
1240000,Bexley,197,12.84
1000000,Caringbah,190,20.47
632000,Pyrmont,78,1.67
620000,Gorokan,607,73.16
3950000,Clareville,942,27.02
3200000,Linley Point,595,7.06
2700000,Bondi,260,6.13
2620000,Killcare Heights,696,40.94
2000000,Hurstville,360,14.81
1700000,Ashfield,412,8.08
1320000,Bonnet Bay,597,21.63
1235000,Koolewong,866,45.03
5450000,Wahroonga,1808,17.9
4400000,Warrawee,1417,17.2
4135000,Warrawee,930,17.2
3200000,Chiswick,544,6.89
2650000,Greenhills Beach,562,19.56
2618000,St Ives,942,15.99
2530000,Greenwich,651,4.5
2430000,Hurstville,520,14.81
2290000,St Huberts Island,664,42.95
2151000,Collaroy,229,16.78
1775000,Belrose,712,15.92
1750000,Killcare Heights,879,40.94
1700000,Mount Pritchard,2024,28.89
1560000,Sydenham,291,6.9
1500000,Fairlight,118,9.88
1200000,Cabramatta,1021,25.6
1100000,Chain Valley Bay,556,84.79
1020000,Liberty Grove,180,11.97
910000,Bexley,212,12.84
660000,Gorokan,616,73.16
570000,Gorokan,613,73.16
6100000,North Bondi,346,6.63
4350000,South Coogee,511,8.48
4200000,Dover Heights,337,6.67
3760000,Maroubra,607,9.52
3615000,Sydney,187,0.31
3560000,North Bondi,251,6.63
3010000,St Ives,587,15.99
2810000,St Ives,942,15.99
2700000,Maroubra,550,9.52
2450000,St Ives,929,15.99
2411000,Bexley,1079,12.84
2280000,Eastwood,1081,14.34
2100000,Eastwood,784,14.34
1950000,Maroubra,461,9.52
1925000,Newtown,139,4.73
1851000,Chippendale,101,2.52
1781000,South Turramurra,979,15.73
1765000,East Ryde,942,9.19
1710000,Wahroonga,440,17.9
1710000,Beverley Park,696,14.44
1700000,Wahroonga,2795,17.9
1561000,Bardwell Park,632,11.08
1540000,Eastlakes,448,7.32
1486000,Elizabeth Hills,620,33.68
1370000,Newtown,158,4.73
1232000,Mount Lewis,607,15.8
1010000,Vaucluse,96,6.21
1006000,Bardwell Park,178,11.08
1850000,Blue Bay,663,62.76
6310000,Curl Curl,1316,12.88
5000000,Mount Vernon,10000,37.2
3900000,Breakfast Point,739,9.49
3750000,Avoca Beach,574,48.53
3707000,Kangaroo Point,1226,18.56
3130000,Naremburn,557,5.36
2922000,Artarmon,847,6.34
2680000,Turramurra,1012,16.36
2650000,Neutral Bay,206,3.44
2455000,Taren Point,1062,18.73
2450000,South Hurstville,470,15.75
2447000,Rodd Point,317,6.12
2375000,Woolooware,836,20.92
2350000,Tempe,354,7.83
2280000,Warrawee,695,17.2
2140000,Petersham,278,5.99
2010000,Ashbury,569,9.41
2000000,Beverly Hills,760,15.28
1750000,Cromer,387,15.89
1646000,Bonnet Bay,670,21.63
1630000,East Ryde,582,9.19
1495000,Bexley North,512,12.24
1410000,Noraville,575,73.32
1396000,Bardwell Valley,344,10.89
1345000,Ashbury,284,9.41
1291000,Auburn,758,16.83
1240000,Kincumber South,587,45.15
1200000,Prairiewood,638,27.96
955000,Auburn,619,16.83
760000,Ashfield,99,8.08
2320000,Bensville,10000,43.91
1755000,Tascott,759,46.89
7000000,Kirribilli,494,2.04
2600000,Naremburn,279,5.36
2050000,Campsie,605,11.28
1610000,Mannering Park,999,83.63
1600000,Wahroonga,809,17.9
1575000,Killcare,1246,40.73
1250000,Seven Hills,1215,26.58
1150000,St Johns Park,715,28.54
752650,Ingleburn,556,36.04
3625000,Neutral Bay,350,3.44
3500000,Turramurra,930,16.36
2100000,Werrington County,2377,44.68
1600000,Belrose,313,15.92
1500000,Hurlstone Park,204,9.03
940000,Auburn,316,16.83
860000,Manly,54,10.17
4800000,Turramurra,923,16.36
2560000,Turramurra,923,16.36
2460000,Wheeler Heights,1208,16.54
2250000,Saratoga,1157,45.17
1810000,Cromer,594,15.89
1800000,Beaconsfield,183,5.22
1735000,North Narrabeen,703,19.68
1100000,Chain Valley Bay,556,84.79
1099000,Oxley Park,904,39.76
1000000,Emu Plains,675,52.26
1000000,Penrith,632,49.99
3900000,Balmain East,360,1.85
3600000,Tennyson Point,834,9.37
3400000,Turramurra,1695,16.36
2620000,Killcare Heights,696,40.94
2400000,Cremorne Point,124,3.01
2070000,Summer Hill,310,7.42
1700000,Enmore,341,5.37
1625000,Canley Vale,1514,24.09
1362000,Faulconbridge,1149,63.97
1100000,Booker Bay,626,41.1
4550000,Turramurra,1157,16.36
3051000,Turramurra,974,16.36
2460000,Alexandria,148,5.06
2400000,Connells Point,486,17.09
2350000,Balgowlah Heights,285,8.19
2275000,Killcare Heights,803,40.94
2150000,Penrith,860,49.99
2010000,Killcare,607,40.73
1868000,Kyle Bay,754,17.07
1850000,Sydenham,158,6.9
1850000,Port Hacking,748,23.74
1660000,Monterey,677,13.19
1649000,Norah Head,626,72.34
1500000,Ingleburn,811,36.04
1050000,Cabramatta,946,25.6
1002000,East Gosford,879,49.55
4420000,Greenwich,720,4.5
3910000,Greenwich,610,4.5
3900000,Castlecrag,1334,7.26
3100000,Turramurra,929,16.36
3000000,Wareemba,543,7.24
2600000,Turramurra,930,16.36
2390000,Wahroonga,1701,17.9
2350000,Lugarno,645,20
2300000,Wheeler Heights,556,16.54
2265000,Ramsgate Beach,447,14.29
2080000,Alexandria,101,5.06
2076000,East Ryde,575,9.19
1945000,Monterey,468,13.19
1890000,Hurstville Grove,689,16.45
1880000,Bonnet Bay,632,21.63
1800000,Saratoga,1649,45.17
1755000,Narraweena,353,14.02
1652000,Clemton Park,575,11.95
1611000,Newington,326,14.58
1585000,Pagewood,442,8.19
1350000,Macmasters Beach,605,44.72
1300000,Auburn,815,16.83
1195000,Macmasters Beach,759,44.72
1105000,Seven Hills,714,26.58
1081000,Ourimbah,651,61.95
1040000,Constitution Hill,556,23.17
1035000,Hammondville,557,25.13
1021000,Doonside,1214,33.46
1017000,Lakemba,498,13.76
1005000,South Penrith,645,48.41
1002000,South Hurstville,336,15.75
780000,Seven Hills,658,26.58
1800000,St Huberts Island,664,42.95
1800000,Hurstville,512,14.81
3350000,Rosebery,651,5.94
2900000,Turramurra,880,16.36
2450000,Pearl Beach,677,36.91
1850000,St Huberts Island,807,42.95
1795000,Campsie,780,11.28
1700000,Melrose Park,716,13.84
1690000,Ultimo,101,1.9
1300100,Edgecliff,57,2.92
1051000,Warrimoo,1533,57.07
5130000,Balgowlah Heights,790,8.19
2825000,Naremburn,259,5.36
2700000,Hurstville Grove,1987,16.45
2250000,Summer Hill,376,7.42
1820000,North Narrabeen,658,19.68
1775000,Enmore,183,5.37
1675000,Penrith,1176,49.99
1220000,Voyager Point,544,24.14
1155000,Bonnet Bay,569,21.63
1050000,Hinchinbrook,905,32.72
1046100,Camden South,974,52.86
6500000,Castlecrag,917,7.26
2575000,Kirkham,4001,49.9
1680000,Turrella,670,9.65
1390000,Mount Kuring-Gai,1132,25.47
1045000,Jordan Springs,470,46.85
9950000,Henley,1469,7.12
6550000,Bronte,518,6.59
3600000,North Manly,530,11.56
3050000,Casula,1663,30.52
2500000,North Balgowlah,474,9.49
2000000,Avalon Beach,790,28.35
1800000,Lewisham,271,6.74
1356000,Tumbi Umbi,688,57.68
1300000,Wyongah,911,70.78
1155000,Manly,54,10.17
1050000,Narellan Vale,1044,47.8
1030000,Lurnea,803,29.97
1000000,West Gosford,614,50.4
900000,Umina Beach,600,39.51
572000,Carlingford,97,18.2
520000,Auburn,129,16.83
4125000,Crows Nest,405,4.43
3950000,North Sydney,484,3.16
3750000,Balgowlah Heights,677,8.19
3355000,Riverview,702,6.44
2500000,Pretty Beach,1391,39.61
2210000,Marrickville,468,7.23
2050000,Darlington,152,3.24
2020000,Manly,141,10.17
1825000,Beacon Hill,556,13.32
1780000,The Entrance North,575,65.14
1668000,Eastgardens,379,8.99
1412000,Carlingford,695,18.2
1340000,Kirribilli,62,2.04
1200000,Bardia,526,34.46
1100000,Bardia,566,34.46
1050000,Richmond,701,50.79
1050000,Auburn,474,16.83
6000000,Dolans Bay,1369,23.32
4900000,South Coogee,405,8.48
4050000,Collaroy,879,16.78
3755000,South Coogee,468,8.48
3550000,South Coogee,512,8.48
3000000,Cammeray,323,4.73
2838000,Ashbury,1066,9.41
2815000,Malabar,330,11.71
2650000,Little Bay,932,13.55
2470000,Rosebery,395,5.94
2466000,North Strathfield,632,11.24
2416000,Cremorne Point,133,3.01
2350000,Petersham,408,5.99
2300000,Church Point,1391,24.6
2280000,Marrickville,366,7.23
2205000,Copacabana,487,46.9
2200000,Denistone East,345,12.93
2192000,Cheltenham,770,17.09
2181000,Lidcombe,765,14.99
2150000,Denistone East,961,12.93
2133500,Guildford,1672,20.47
2125000,Monterey,468,13.19
2120000,Ashfield,464,8.08
2095000,Kyle Bay,645,17.07
2060000,Denistone West,734,14.23
2051000,Hurstville Grove,690,16.45
2020000,Illawong,815,21.6
2000000,Guildford,1410,20.47
1910000,Oatlands,720,18.77
1830000,Enmore,219,5.37
1800000,Belrose,708,15.92
1780000,Ashbury,568,9.41
1750000,Ashbury,619,9.41
1700000,Sydenham,280,6.9
1600000,Elizabeth Hills,621,33.68
1580000,Kingswood,1556,46.09
1560000,Campsie,512,11.28
1505000,Bardwell Valley,518,10.89
1450000,Kyeemagh,442,10.35
1435000,Birrong,860,17.73
1380000,Point Frederick,506,48.56
1230000,Mount Druitt,1012,38.24
1223000,Wiley Park,474,14.66
1205000,Lewisham,75,6.74
1170000,Fairfield East,796,21.93
1170000,Banksia,316,10.82
1165000,Niagara Park,708,55.43
1160000,Fairfield Heights,1220,24.84
1140000,Guildford West,557,22.83
1000000,Minto,1631,38.06
938000,Auburn,521,16.83
886000,Guildford,478,20.47
718000,Auburn,208,16.83
3180000,Pretty Beach,778,39.61
2950000,Lindfield,698,10.35
2600000,Cremorne,365,4.45
2460000,Forresters Beach,715,56.07
1590000,Daleys Point,778,42.27
1470000,Carlingford,822,18.2
3285000,East Hills,2324,23.11
3000000,Sylvania Waters,651,19.27
2505000,Summer Hill,214,7.42
2407000,North Rocks,797,20.61
2280000,Cabramatta,1287,25.6
2200000,Ashbury,571,9.41
2200000,Botany,188,9.37
2111000,The Ponds,780,33.2
2070000,Erskineville,203,4.66
1900000,St Huberts Island,824,42.95
1850000,South Hurstville,337,15.75
1800000,Warwick Farm,1100,25.96
1237500,Campbelltown,656,43.19
1175000,Penrith,809,49.99
1085000,South Penrith,654,48.41
1077000,Bonnyrigg Heights,702,31.57
675100,Lane Cove,97,6.67
2025000,Harrington Park,916,47.35
1945000,Beacon Hill,556,13.32
1671000,Miranda,697,20.95
1540000,Marrickville,171,7.23
1400000,Crows Nest,143,4.43
1360000,Niagara Park,1350,55.43
1255000,Tumbi Umbi,859,57.68
1235000,Bungarribee,691,33.4
1180000,Greenacre,613,14.61
1100000,Ourimbah,667,61.95
1050000,Tumbi Umbi,798,57.68
770000,Guildford,543,20.47
6137000,Bronte,452,6.59
5900000,Balgowlah Heights,803,8.19
4750000,Northbridge,670,6.03
3600000,Bondi,195,6.13
3350000,Cremorne,334,4.45
2656000,Greenhills Beach,727,19.56
2300000,Marrickville,320,7.23
1850000,Warrawee,923,17.2
1475000,Wiley Park,578,14.66
1460000,St Huberts Island,575,42.95
1320000,Miranda,795,20.95
1314000,Alfords Point,793,21.79
1290000,Windsor,1214,45.7
1248000,Greenacre,544,14.61
1170000,Miranda,569,20.95
1115000,Toukley,544,74.11
1050000,Pagewood,132,8.19
1050000,Lake Munmorah,556,81.81
4700000,Greenwich,575,4.5
2650000,Naremburn,304,5.36
2500000,West Hoxton,2464,35.53
1980000,Palm Beach,1625,31.42
1500000,Shelly Beach,575,60.56
1450000,Ellis Lane,4070,52.54
1200000,Mount Pritchard,1739,28.89
1180000,Cranebrook,502,49.66
925000,Umina Beach,502,39.51
3925000,Avoca Beach,550,48.53
3750000,Clontarf,520,7.69
2641000,Marrickville,591,7.23
2400000,Penshurst,520,16.01
2350000,Grasmere,4000,53.97
2300000,Hurlstone Park,588,9.03
2300000,Macmasters Beach,1144,44.72
2035000,Rosebery,398,5.94
1903250,North Epping,715,15.94
1892000,Claremont Meadows,950,43.49
1875000,Terrigal,1985,50.75
1580000,Marrickville,167,7.23
1550000,Kogarah Bay,1800,15.25
1160000,Parklea,600,31.23
1115000,Umina Beach,620,39.51
1040000,East Gosford,835,49.55
2690000,Penrith,1682,49.99
1290000,Springfield,550,50.8
1200000,Umina Beach,2010,39.51
1001000,Point Clare,689,48.17
925000,Umina Beach,520,39.51
865000,Rhodes,107,11.87
8880000,Northbridge,876,6.03
4470000,Northbridge,1378,6.03
2225000,Oatlands,923,18.77
2000000,Summer Hill,201,7.42
2000000,Lilyfield,139,4.57
1675000,Kurnell,552,17.42
1230000,East Gosford,300,49.55
1000000,Ultimo,197,1.9
1000000,Niagara Park,803,55.43
5270000,North Bondi,533,6.63
3100000,Cammeray,505,4.73
3015000,Rodd Point,480,6.12
3000000,Killcare,651,40.73
2950000,Camperdown,220,3.63
2700000,Peakhurst,1448,17.67
2650000,Manly Vale,588,10.57
2510000,Randwick,240,6.53
2305000,Killcare,866,40.73
2300000,Denistone,1151,13.34
2191000,Rhodes,637,11.87
2000000,Ashfield,520,8.08
1930000,Ashbury,428,9.41
1691500,Bexley North,481,12.24
1660500,Kellyville,697,30.08
1660000,Kellyville,406,30.08
1528000,Potts Hill,522,16.67
1506000,Taren Point,645,18.73
1375000,Killcare,885,40.73
1370000,Enfield,346,10.88
1357000,Mount Druitt,1012,38.24
1210000,Regents Park,606,16.99
1115000,Banksia,392,10.82
1100000,Spring Farm,450,50.15
1032000,Greenacre,490,14.61
1010000,Fairfield West,556,26.47
940000,Greenacre,575,14.61
1540000,Kellyville,450,30.08
2980000,Castle Cove,784,8.8
2400000,Avoca Beach,592,48.53
2275000,Copacabana,907,46.9
2030000,Kellyville,599,30.08
1981000,Canterbury,398,10.09
1825000,Chittaway Point,771,64.12
1610000,Canley Heights,740,26.64
1350000,Macmasters Beach,727,44.72
1310000,Terrigal,569,50.75
1230000,Terrigal,620,50.75
1055000,Kellyville,275,30.08
1049500,Springfield,1038,50.8
3275000,Wollstonecraft,745,3.78
2225000,Ramsgate Beach,477,14.29
2100000,St Huberts Island,664,42.95
2058888,Hornsby Heights,746,25.37
2006088,Chifley,292,11.99
1685000,Enmore,171,5.37
1500000,Regentville,838,51.59
1435000,Canterbury,512,10.09
1380000,Dolls Point,181,15.45
1280000,Booker Bay,626,41.1
1165000,The Entrance,835,63.63
1120000,Ourimbah,7997,61.95
1000000,Terrigal,462,50.75
1000000,Ramsgate Beach,138,14.29
7150000,Palm Beach,3054,31.42
4150000,North Avoca,950,49.98
3600000,Clovelly,271,7.11
3500000,Sylvania Waters,683,19.27
3260000,Queens Park,210,5.13
2700000,Pagewood,640,8.19
2540000,Miranda,582,20.95
2400000,St Leonards,223,5
2000000,Pearl Beach,670,36.91
1600000,Kellyville,466,30.08
1550000,Macmasters Beach,734,44.72
1370000,Monterey,192,13.19
1355000,Waitara,195,19.76
1170000,Connells Point,224,17.09
1030000,Chittaway Bay,777,63.59
3510000,North Bondi,202,6.63
2920000,Randwick,341,6.53
2500000,Woolooware,727,20.92
2500000,Neutral Bay,297,3.44
2250000,Copacabana,575,46.9
2200000,Cheltenham,789,17.09
1600000,Grasmere,2041,53.97
1400000,Camden Park,959,52.06
1150000,Tascott,734,46.89
1043000,Point Clare,531,48.17
2650000,Kellyville,700,30.08
2505000,Terrigal,765,50.75
2280000,Warrawee,866,17.2
2130000,Peakhurst,733,17.67
1990000,Blue Bay,626,62.76
1800000,Beacon Hill,574,13.32
1600000,Tumbi Umbi,6129,57.68
1375000,Lake Haven,1087,74.04
1245000,Claremont Meadows,552,43.49
1205562,Sydenham,110,6.9
1180000,St Huberts Island,607,42.95
3341000,Killcare,1005,40.73
3250000,Palm Beach,611,31.42
3220000,Enfield,714,10.88
2850000,Canley Heights,208,26.64
2450000,Summer Hill,449,7.42
2350000,North Rocks,898,20.61
2290000,Gordon,1050,12.96
2285000,Hurstville Grove,670,16.45
2170000,Lidcombe,607,14.99
2151000,Hurstville,832,14.81
2100000,Kyle Bay,550,17.07
2047500,Revesby,1018,20.44
2030000,Malabar,418,11.71
2015000,Dulwich Hill,202,7.9
2015000,Copacabana,525,46.9
2010000,Yowie Bay,607,22.79
2005000,North Strathfield,365,11.24
2000000,North Parramatta,1326,19.97
2000000,Lilyfield,177,4.57
1875000,Shelly Beach,575,60.56
1800000,Yarrawarrah,783,26.82
1760000,Constitution Hill,558,23.17
1635000,Yarrawarrah,630,26.82
1552000,Clemton Park,486,11.95
1500000,Avalon Beach,974,28.35
1450000,Booker Bay,626,41.1
1337000,Terrigal,315,50.75
1270000,Hornsby,929,21.2
1250000,Terrigal,664,50.75
1242000,Regents Park,481,16.99
1213000,Terrigal,569,50.75
1200000,Fairfield West,557,26.47
1100000,Yarrawarrah,714,26.82
1050000,Elizabeth Hills,465,33.68
1025000,Carramar,822,22.86
1001000,Liverpool,651,27.85
1000000,Woodcroft,450,32.83
931000,Liverpool,632,27.85
800000,Marsden Park,301,40.63
715000,Campbelltown,601,43.19
2750000,Avoca Beach,421,48.53
2185000,Kirkham,4000,49.9
1850000,Kellyville,657,30.08
1457000,Kellyville,333,30.08
1355000,Wentworth Point,195,12.9
1206000,Kellyville,305,30.08
3980000,East Lindfield,1031,11.02
3920000,Warrawee,1326,17.2
2450000,Neutral Bay,164,3.44
1560000,Faulconbridge,5381,63.97
1330000,Randwick,87,6.53
1265000,Koolewong,739,45.03
1235000,Fairfield Heights,512,24.84
1200000,North Avoca,708,49.98
1200000,Terrigal,604,50.75
1070000,Cabramatta West,330,27.74
1040000,Marayong,876,32.22
548000,Marsden Park,280,40.63
7100000,Rose Bay,860,5.26
3820000,Curl Curl,487,12.88
2000000,Miranda,733,20.95
1850000,Frenchs Forest,379,12.68
1475000,Woronora Heights,1121,25.14
1250000,Monterey,202,13.19
1050000,Homebush,157,12.1
625000,Campbelltown,607,43.19
4600000,Balmain East,265,1.85
3100000,East Lindfield,1037,11.02
2365000,Hammondville,1720,25.13
2300000,Caringbah,619,20.47
1915000,Yowie Bay,790,22.79
1860000,Darlington,108,3.24
1732000,Darlington,113,3.24
1535000,Woronora Heights,638,25.14
1261000,Horningsea Park,693,34.99
1250000,Kellyville,450,30.08
1135000,Jordan Springs,392,46.85
1035000,Windsor,550,45.7
4406000,Warrawee,936,17.2
3500000,Riverview,942,6.44
3000000,Lugarno,1719,20
2705000,Greenhills Beach,558,19.56
2350000,Rosebery,307,5.94
2200000,Denistone,1176,13.34
1915000,Macmasters Beach,620,44.72
1910000,North Epping,817,15.94
1800000,Northbridge,175,6.03
1350000,Magenta,476,69.15
1260000,Narara,690,53.4
1250000,Chittaway Point,790,64.12
1200000,Cammeray,105,4.73
1100000,Chittaway Bay,555,63.59
1074000,Canterbury,175,10.09
1050000,Narara,638,53.4
1045000,East Gosford,575,49.55
770000,Campbelltown,803,43.19
570000,Liverpool,561,27.85
4620000,Forest Lodge,843,3.18
3025000,Collaroy Plateau,630,16.58
2600000,Gordon,1032,12.96
1962000,Lilyfield,158,4.57
1910000,Forestville,696,11.47
1600000,Canterbury,607,10.09
1585000,Strathfield,436,12.01
1563000,Tempe,215,7.83
1510000,Caddens,451,45.4
1100000,Cabramatta,774,25.6
1055000,Liverpool,696,27.85
1005000,Narellan Vale,756,47.8
7625000,Gordon,2090,12.96
6600000,Ashbury,6688,9.41
2900000,Strathfield,607,12.01
2750000,Collaroy Plateau,423,16.58
2245000,Breakfast Point,197,9.49
2075000,Bateau Bay,519,58.53
1700000,Strathfield,352,12.01
1650000,Glenmore Park,996,49.65
1500000,Chippendale,135,2.52
1167000,Woronora,863,23.38
1050000,Empire Bay,696,42.74
1010000,Cobbitty,381,51.16
792000,Glenmore Park,531,49.65
759000,Glenmore Park,514,49.65
585000,Bankstown,113,17.61
5550000,Tamarama,506,6.8
5400000,Birchgrove,405,2.94
5250000,Greenwich,402,4.5
4725000,Rosebery,708,5.94
4690000,Sylvania Waters,658,19.27
4200000,Waverley,316,5.91
3660000,Matraville,810,11.18
3620000,Seaforth,1025,8.76
3260000,Malabar,657,11.71
3251000,Rodd Point,366,6.12
3100000,Russell Lea,544,6.33
2530000,Hornsby,1054,21.2
2410000,Little Bay,575,13.55
2370000,Chifley,579,11.99
2350000,Seaforth,551,8.76
2280000,Denistone,1150,13.34
2251000,Panania,682,22.21
2025000,Bangor,946,23.5
2000000,Penshurst,570,16.01
1955000,Lewisham,316,6.74
1809000,Hornsby,1013,21.2
1750000,Beacon Hill,740,13.32
1720000,Kareela,556,20.63
1537500,Newington,293,14.58
1400000,Hamlyn Terrace,2357,72.13
1340000,Fairfield West,806,26.47
1300000,Mount Druitt,1012,38.24
1300000,South Hurstville,392,15.75
1260000,Cabramatta West,800,27.74
1222000,Marsden Park,375,40.63
1205000,Parramatta,423,19.44
1200000,Girraween,700,25.65
1185000,Milperra,550,22.57
1090000,Lurnea,803,29.97
1003000,Prestons,515,32.26
580000,Marsden Park,300,40.63
542000,Bankstown,127,17.61
1280000,Booker Bay,626,41.1
3550000,East Killara,1012,12.23
1900000,Hornsby,853,21.2
1127000,Ourimbah,663,61.95
1040000,Marsden Park,406,40.63
871276,Glenmore Park,840,49.65
492000,Bankstown,117,17.61
485000,Bankstown,118,17.61
5500000,Bondi,228,6.13
3360000,North Manly,809,11.56
2270000,Petersham,474,5.99
2015000,Lugarno,682,20
1880000,Bella Vista,773,27.28
1635000,Newport,149,25.06
1400000,Emu Plains,2052,52.26
1380000,Erina,781,50.24
1200000,Cobbitty,1290,51.16
1165000,Regents Park,716,16.99
1145000,Emu Plains,700,52.26
1130000,Bensville,797,43.91
1100000,Ingleburn,797,36.04
1070000,Campbelltown,409,43.19
