price,suburb,property_size,km_from_cbd
2520000,Concord,445,9.6
2500000,Erina,5134,50.24
2470000,Baulkham Hills,750,24.81
2405000,Frenchs Forest,696,12.68
2250000,Camperdown,164,3.63
2211000,Earlwood,312,9.84
2200000,Paddington,107,2.61
2176000,Mount Colah,1135,23.26
2150000,Copacabana,594,46.9
2005000,Haberfield,322,6.75
1990000,Lilyfield,125,4.57
1810000,Harrington Park,1020,47.35
1602500,Picnic Point,704,22.31
1600000,Kellyville Ridge,639,32.23
1450000,Berowra Heights,696,30.03
1425000,Fairfield Heights,760,24.84
1390000,Berowra,835,26.88
1380000,Green Point,850,48.42
1380000,Green Point,850,49.63
1365000,Berkeley Vale,734,61.6
1335000,Dulwich Hill,216,7.9
1300000,Woodcroft,559,32.83
1250000,Liverpool,708,27.85
1200000,South Wentworthville,556,22.54
1200000,Doonside,1214,33.46
1190000,Camden Park,705,52.06
1175000,Faulconbridge,1479,63.97
1165000,North Avoca,904,49.98
1110000,Gorokan,696,73.16
1075000,Prestons,487,32.26
1060000,Kariong,702,45.8
1050000,Prairiewood,564,27.96
1028000,Ingleburn,1050,36.04
1015000,Horningsea Park,553,34.99
3900000,St Ives,1163,15.99
3700000,Gladesville,747,8.76
3640000,Birchgrove,231,2.94
3350000,Turramurra,1556,16.36
3140000,Maroubra,439,9.52
2900000,Newport,490,25.06
2805000,Bateau Bay,696,58.53
2585000,Cronulla,309,21.83
2525000,Bexley,822,12.84
2515000,Leichhardt,234,5.31
2430000,Potts Point,132,1.5
2421000,Kirrawee,600,22.57
2400000,Grays Point,1062,24.3
2260000,Umina Beach,601,39.51
2086000,Normanhurst,1314,18.95
2011000,Hornsby Heights,1347,25.37
1900000,Mortdale,536,17.19
1800000,Normanhurst,650,18.95
1760000,Castle Hill,1019,24.76
1700000,Harrington Park,771,47.35
1700000,Scotland Island,1379,26.05
1680000,Springfield,5059,50.8
1580000,Dundas Valley,334,16.38
1500000,Long Jetty,696,61.67
1470000,Turrella,370,9.65
1450000,Woronora Heights,683,25.14
1390000,Saratoga,645,45.17
1380000,Riverwood,828,17.01
1351000,Springfield,658,50.8
1345000,Macquarie Links,712,33.73
1332500,Minchinbury,592,36.32
1300000,Chipping Norton,670,24.05
1285000,Liverpool,765,27.85
1270000,Sydney,116,0.31
1235000,Glenbrook,1473,55.19
1197000,Bellevue Hill,134,4.59
1180000,Cambridge Gardens,763,47.45
1180000,Kincumber,650,47.05
1175000,Granville,607,19.01
1144000,Claremont Meadows,560,43.49
1073000,Casula,625,30.52
1042000,Kings Park,557,31.21
1036000,Wolli Creek,149,9.02
1035000,North Rocks,11800,20.61
8030000,Randwick,540,6.53
6210000,Sandringham,758,16.06
4400000,Chiswick,474,6.89
4150000,Narrabeen,853,18.45
3853000,Manly,270,10.17
3800000,North Avoca,512,49.98
3510000,Castle Hill,1083,24.76
3350000,Coogee,236,7.42
3300000,Summer Hill,430,7.42
3290000,Lindfield,866,10.35
3265000,Turramurra,910,16.36
3052000,North Balgowlah,645,9.49
3008000,Forresters Beach,613,56.07
3000000,Epping,721,15.95
2815000,Mona Vale,1071,22.57
2760000,Annandale,247,4.06
2725000,Mount Colah,1182,23.26
2701000,Eastwood,632,14.34
2700000,Burwood,538,9.9
2628000,Concord,430,9.6
2490000,Manly Vale,701,10.57
2485000,North Epping,790,15.94
2475000,Denistone East,562,12.93
2460000,Sans Souci,682,15.92
2440000,Port Hacking,531,23.74
2410000,Castle Hill,2331,24.76
2297000,Cherrybrook,750,21.99
2260000,Ingleside,708,19.96
2250000,Eastwood,575,14.34
2220000,North Strathfield,430,11.24
2215000,Hurstville,506,14.81
2170000,Castle Hill,968,24.76
2120000,Annandale,152,4.06
2075000,Belmore,803,12.8
2010000,Castle Hill,696,24.76
2000888,Kellyville,529,30.08
1987500,North Rocks,696,20.61
1985000,Penshurst,589,16.01
1970000,Beaumont Hills,766,31.01
1970000,Caringbah South,576,22.43
1960000,Burwood,334,9.9
1950000,Earlwood,638,9.84
1950000,Caringbah South,403,22.43
1925000,Sylvania,337,19.33
1907000,Canley Vale,1593,24.09
1906000,Artarmon,173,6.34
1900000,Cecil Hills,1461,33.92
1900000,Lidcombe,607,14.99
1875000,Lidcombe,562,14.99
1820000,Dulwich Hill,240,7.9
1814000,Rydalmere,566,16.91
1810000,West Pennant Hills,1056,20.91
1800000,Sylvania,556,19.33
1782000,Girraween,920,25.65
1760000,Ryde,293,10.92
1730000,Bankstown,651,17.61
1720000,Ellis Lane,5080,52.54
1705000,Baulkham Hills,695,24.81
1675000,Marrickville,234,7.23
1660000,Bankstown,1195,17.61
1650000,Engadine,594,27.77
1637000,Sutherland,607,23.45
1630000,Baulkham Hills,862,24.81
1625000,Georges Hall,575,20.97
1625000,St Peters,221,6.42
1600000,Blakehurst,385,16.73
1600000,Panania,600,22.21
1600000,Hornsby,307,21.2
1572000,Berowra,693,26.88
1560000,Potts Hill,396,16.67
1556000,Casula,501,30.52
1550000,Lewisham,158,6.74
1520000,Greystanes,552,25.53
1450000,Terrigal,664,50.75
1450000,Narara,2687,53.4
1433000,Carlingford,664,18.2
1430000,Revesby,619,20.44
1410000,Yagoona,784,17.96
1410000,Merrylands,550,21.07
1402000,Kogarah,324,13.34
1400000,Strathfield,290,12.01
1369000,Berowra Heights,758,30.03
1363000,Berowra Heights,752,30.03
1350000,Alexandria,134,5.06
1350000,Belmore,588,12.8
1331000,Dee Why,107,14.67
1330000,Padstow,499,19.07
1320000,Kogarah,283,13.34
1311000,Canley Vale,586,24.09
1310000,Greystanes,562,25.53
1300000,Greystanes,696,25.53
1300000,Newtown,168,4.73
1286000,Auburn,581,16.83
1280000,Redfern,152,3.12
1272000,Epping,189,15.95
1262000,Elizabeth Hills,300,33.68
1255000,Georges Hall,727,20.97
1250000,Woy Woy,873,40.99
1223000,Forest Lodge,74,3.18
1222000,Blacktown,1005,30.03
1220000,Rouse Hill,180,34.5
1210000,Copacabana,563,46.9
1210000,Georges Hall,556,20.97
1195000,Panania,278,22.21
1180000,Greystanes,556,25.53
1180000,Blacktown,632,30.03
1170000,Yagoona,607,17.96
1170000,Lakemba,477,13.76
1140000,Gordon,127,12.96
1130000,Casula,561,30.52
1125000,South Coogee,83,8.48
1110000,Toongabbie,626,25.67
1110000,Punchbowl,518,16.27
1090000,East Hills,300,23.11
1081000,Mount Colah,539,23.26
1080000,Hunters Hill,121,6.95
1067000,Yagoona,531,17.96
1063000,Auburn,490,16.83
1040000,Cabramatta,575,25.6
1000000,Edmondson Park,566,34.95
1000000,Guildford,531,20.47
12000000,Camperdown,879,3.63
8650000,North Curl Curl,696,13.57
6901000,Avalon Beach,733,28.35
6200000,Balgowlah Heights,682,8.19
5425000,Avalon Beach,1057,28.35
5000000,Five Dock,697,7.69
4820000,Maroubra,560,9.52
4550000,Kingsford,613,6.95
4508000,East Lindfield,967,11.02
4270000,Stanmore,444,5.2
4007000,Pymble,1006,14.82
3920000,Greenacre,2084,14.61
3860000,Pymble,879,14.82
3631000,St Ives,1132,15.99
3486000,Sans Souci,1017,15.92
3480000,Willoughby,556,6.53
3460000,Paddington,76,2.61
3410000,Stanmore,443,5.2
3400000,Russell Lea,540,6.33
3265000,Blakehurst,695,16.73
3258000,Dundas,325,16.94
3200000,East Ryde,607,9.19
3100000,Earlwood,853,9.84
3100000,Davidson,1228,14.03
3090000,Fairlight,233,9.88
3000000,Concord West,760,11.17
3000000,Toowoon Bay,815,61.83
2850000,Wamberal,840,54.41
2715000,North Ryde,556,10.39
2700000,Chatswood,594,8.15
2689000,Beecroft,771,18.35
2580000,Liverpool,680,27.85
2535000,Annandale,183,4.06
2501000,Ryde,662,10.92
2400000,Connells Point,684,17.09
2360000,Cherrybrook,752,21.99
2350000,Ettalong Beach,784,40.41
2350000,Forestville,830,11.47
2320000,Manly Vale,353,10.57
2272000,Sans Souci,777,15.92
2240000,Haberfield,352,6.75
2220000,Forest Lodge,133,3.18
2200000,Darlington,158,3.24
2185000,Canterbury,435,10.09
2175000,Frenchs Forest,721,12.68
2070000,Lewisham,247,6.74
2050000,Carnes Hill,773,34.35
2035000,Taren Point,312,18.73
2022000,Kellyville,600,30.08
2010000,Yowie Bay,602,22.79
2000000,Redfern,167,3.12
1985000,Allambie Heights,375,11.16
1965000,Kingsgrove,634,13.14
1951000,North Epping,777,15.94
1935000,Carlingford,708,18.2
1930000,Sans Souci,378,15.92
1915000,Rockdale,446,11.79
1910000,Bonnet Bay,562,21.63
1910000,South Hurstville,332,15.75
1880000,Cammeray,147,4.73
1865000,Oatley,556,18.23
1850000,Mascot,505,9.35
1830000,Gymea,594,22.29
1800000,Glebe,118,2.6
1800000,Normanhurst,697,18.95
1788000,Bardwell Park,455,11.08
1755000,Como,1037,20.31
1712000,Springwood,2000,61.88
1685000,Canley Heights,443,26.64
1685000,Darlington,186,3.24
1680000,Beverly Hills,531,15.28
1675000,Long Jetty,860,61.67
1650000,Redfern,70,3.12
1610000,Peakhurst Heights,588,18.83
1600000,Rockdale,423,11.79
1600000,Lakemba,489,13.76
1583000,Westmead,689,21.55
1575000,Pemulwuy,375,26.91
1550000,Kingsgrove,697,13.14
1550000,Kincumber,1020,47.05
1535000,Picnic Point,377,22.31
1521000,Padstow,645,19.07
1500000,Chipping Norton,669,24.05
1500000,North Parramatta,461,19.97
1441000,Sylvania,670,19.33
1430000,West Hoxton,555,35.53
1425000,Horningsea Park,710,34.99
1420000,Peakhurst,740,17.67
1378000,Bossley Park,749,30.17
1378000,Condell Park,651,19.7
1375000,Abbotsbury,625,32.42
1340000,Kings Langley,697,28.37
1335000,Auburn,674,16.83
1320000,Bossley Park,600,30.17
1305000,Engadine,720,27.77
1301000,Liverpool,640,27.85
1300000,Punchbowl,1012,16.27
1289000,Cobbitty,450,51.16
1288000,Middleton Grange,496,34.32
1285000,Fairfield,640,23.96
1247500,Caringbah,210,20.47
1236000,Chester Hill,638,19.74
1185000,Lane Cove,136,6.67
1185000,Silverwater,550,15.62
1150000,Alexandria,121,5.06
1120000,Toongabbie,481,25.67
1060000,Woy Woy,632,40.99
1042500,Minto,608,38.06
1020500,Liverpool,803,27.85
1015000,Gosford,766,50.42
1008000,Girraween,325,25.65
1000000,Camden South,556,52.86
4400000,The Entrance North,696,65.14
2700000,West Pennant Hills,900,20.91
1720000,Winston Hills,612,23.42
1600000,Kings Langley,826,28.37
1385000,The Ponds,506,33.2
1277500,Bardia,483,34.46
4650000,Newport,1661,25.06
3550000,Hurstville,727,14.81
2930000,Burwood,727,9.9
2900000,Ingleside,1619,19.96
2605000,Glebe,132,2.6
2550000,North Epping,761,15.94
2350000,Bella Vista,711,27.28
1960000,Sylvania,547,19.33
1930000,Carlingford,523,18.2
1900000,Westleigh,695,21.62
1817000,Ultimo,104,1.9
1760000,Stanmore,221,5.2
1700000,Hurstville,613,14.81
1700000,Dundas Valley,645,16.38
1560000,Granville,777,19.01
1530000,Glen Alpine,1020,47.41
1480000,Wentworthville,700,23.17
1400000,Castle Hill,386,24.76
1310000,Prestons,700,32.26
1300000,Surry Hills,111,2.14
1300000,Seven Hills,645,26.58
1295000,Bligh Park,738,45.52
1260000,Constitution Hill,556,23.17
1140000,Lurnea,575,29.97
1104000,Narara,607,53.4
1095000,Marsden Park,330,40.63
1080000,Cranebrook,673,49.66
1080000,Regents Park,486,16.99
1060000,Oran Park,375,45.41
1054888,Narellan Vale,733,47.8
1052000,Narara,556,53.4
1050000,Emu Heights,819,53.98
1050000,Oran Park,390,45.41
1033000,Faulconbridge,3997,63.97
1030000,Gledswood Hills,421,42.7
1012000,Kearns,574,41.48
1010000,West Hoxton,500,35.53
1005000,Erskine Park,625,38.85
3150000,East Lindfield,1239,11.02
3090000,Cronulla,512,21.83
3025000,Annandale,152,4.06
2600000,Ryde,645,10.92
2500000,Caringbah South,873,22.43
2400000,Daleys Point,291,42.27
2400000,Terrigal,379,50.75
2300000,East Ryde,613,9.19
2200000,Mosman,131,5.42
2050000,Gymea,639,22.29
2050000,Rosebery,247,5.94
1915000,Beverley Park,518,14.44
1900000,Milsons Point,124,1.99
1875000,Newtown,155,4.73
1860000,Grays Point,847,24.3
1850000,Tempe,325,7.83
1755000,Kellyville Ridge,527,32.23
1700000,Alexandria,157,5.06
1685000,Petersham,183,5.99
1675000,Kirrawee,575,22.57
1635000,Engadine,806,27.77
1550000,Leichhardt,171,5.31
1538000,Berkeley Vale,735,61.6
1525000,Harrington Park,757,47.35
1400000,Kingswood,1581,46.09
1400000,Forresters Beach,689,56.07
1397000,Glenwood,388,29.09
1305000,Long Jetty,575,61.67
1290000,Stanhope Gardens,370,30.99
1265000,Mount Annan,1067,46.81
1200000,Ettalong Beach,601,40.41
1200000,Berkeley Vale,556,61.6
1200000,Green Valley,626,31.75
1180000,Auburn,394,16.83
1160000,Mount Druitt,1011,38.24
1150000,Prospect,558,29.21
1140000,St Leonards,117,5
1130000,Winmalee,755,59.15
1112000,Gledswood Hills,400,42.7
1105000,Kings Park,557,31.21
1100000,Wyoming,761,52.93
1100000,Tumbi Umbi,572,57.68
1080000,Bass Hill,411,20.43
1060000,Werrington County,800,44.68
1060000,Edmondson Park,432,34.95
1022000,Wyoming,781,52.93
1010000,Leumeah,835,40.12
1000000,Engadine,186,27.77
1000000,Dulwich Hill,220,7.9
7350000,Wahroonga,1981,17.9
4650000,Oyster Bay,1222,19.73
4260000,Hurstville Grove,689,16.45
3420000,Narrabeen,289,18.45
3400000,Monterey,673,13.19
3200000,Ryde,312,10.92
3100000,Mosman,231,5.42
2900000,Stanmore,205,5.2
2875000,Bayview,700,23.83
2800000,Bonnet Bay,1100,21.63
2800000,Naremburn,335,5.36
2600000,Pearl Beach,550,36.91
2500000,Macmasters Beach,696,44.72
2210000,Wahroonga,696,17.9
2150000,Rydalmere,650,16.91
2110000,Burwood,392,9.9
1910000,Connells Point,543,17.09
1825000,Annandale,183,4.06
1820000,Bexley North,550,12.24
1785000,Rydalmere,310,16.91
1780000,Macmasters Beach,1771,44.72
1753000,Erskineville,210,4.66
1515000,Berowra Heights,714,30.03
1510000,Canterbury,370,10.09
1500000,Minchinbury,1181,36.32
1470000,Northmead,711,21.97
1390000,Glenwood,557,29.09
1382000,Acacia Gardens,593,31.04
1330000,Northmead,557,21.97
1305000,Berowra,1220,26.88
1285000,Killarney Vale,580,60.03
1280000,Milperra,555,22.57
1227000,Killarney Vale,626,60.03
1203000,Springwood,1505,61.88
1180000,Jordan Springs,483,46.85
1150000,Penrith,668,49.99
1085000,Ingleburn,968,36.04
1050000,Collaroy,74,16.78
1050000,Chippendale,95,2.52
3530000,Paddington,127,2.61
3500000,Oatlands,790,18.77
3450000,Balgowlah,650,9.16
3100000,Earlwood,1005,9.84
3100000,Earlwood,1005,9.84
3100000,North Curl Curl,623,13.57
3060000,Eastwood,1012,14.34
2905000,Forestville,705,11.47
2790000,Denistone,689,13.34
2720000,Earlwood,569,9.84
2550000,Pennant Hills,1631,18.83
2500000,Concord West,606,11.17
2500000,Annandale,215,4.06
2470000,Eastwood,714,14.34
2430000,Balmain,108,2.81
2320000,Marrickville,158,7.23
2257500,Carlingford,740,18.2
2180000,Rozelle,158,3.3
2178000,Gymea,335,22.29
2125000,Enmore,171,5.37
2000000,Frenchs Forest,1157,12.68
1895000,Carlingford,534,18.2
1800000,Annandale,152,4.06
1665000,Middleton Grange,452,34.32
1625000,Banksia,443,10.82
1610000,Earlwood,342,9.84
1605000,Bexley,539,12.84
1510000,Peakhurst Heights,575,18.83
1450000,West Hoxton,495,35.53
1375000,Bangor,495,23.5
1285000,Point Clare,606,48.17
1250000,The Entrance,696,63.63
1215000,Springfield,556,50.8
1200000,Moorebank,313,26.27
1200000,Woy Woy,664,40.99
1195000,Glenwood,427,29.09
1185000,Pemulwuy,275,26.91
1156500,Minto,759,38.06
1137000,Marsden Park,280,40.63
1103441,Sydenham,191,6.9
1050000,Quakers Hill,524,33.29
1045200,Vineyard,279,41.4
1025000,Stanhope Gardens,342,30.99
1004888,Penrith,375,49.99
3660000,Bella Vista,810,27.28
3550000,North Curl Curl,642,13.57
3500000,Paddington,149,2.61
3000000,Balmain,135,2.81
2910000,Lilyfield,291,4.57
2760000,Kingsgrove,468,13.14
2720000,Belrose,696,15.92
2600000,Oatlands,752,18.77
2510000,Bella Vista,810,27.28
2470000,Cherrybrook,730,21.99
2470000,Como,556,20.31
2350000,West Ryde,746,13.34
2285000,Cherrybrook,740,21.99
2260000,Leichhardt,310,5.31
2260000,Gymea Bay,888,23.38
2233000,Kurnell,1486,17.42
2200000,Thornleigh,776,19.84
2075000,Beacon Hill,567,13.32
2048000,Hornsby,708,21.2
2000000,Beacon Hill,630,13.32
2000000,Marrickville,240,7.23
1975000,Beaumont Hills,613,31.01
1910000,Westleigh,696,21.62
1900000,Miranda,600,20.95
1870000,Forresters Beach,555,56.07
1850000,Cromer,268,15.89
1808000,Glebe,121,2.6
1770000,Asquith,829,21.32
1760000,Surry Hills,99,2.14
1730000,Avoca Beach,854,48.53
1710000,Sylvania Waters,563,19.27
1700000,Beaumont Hills,451,31.01
1650000,Cobbitty,861,51.16
1640000,Miranda,588,20.95
1580000,Umina Beach,696,39.51
1550000,Auburn,753,16.83
1485000,Marsden Park,410,40.63
1460000,Roselands,632,14.57
1450000,Cobbitty,1239,51.16
1450000,Engadine,607,27.77
1450000,Hornsby,430,21.2
1400000,Wakeley,667,27.89
1380000,Fairfield East,446,21.93
1356500,Long Jetty,696,61.67
1320000,Panania,355,22.21
1300000,Point Frederick,645,48.56
1300000,Moorebank,301,26.27
1250000,Richmond,753,50.79
1220000,Toongabbie,557,25.67
1220000,Moorebank,670,26.27
1215000,Camden South,835,52.86
1200000,Parklea,333,31.23
1200000,Umina Beach,455,39.51
1189000,Hamlyn Terrace,462,72.13
1185000,Toukley,607,74.11
1180000,Riverstone,309,39.07
1180000,Horningsea Park,577,34.99
1155000,Acacia Gardens,541,31.04
1143000,Davistown,481,44.49
1100000,Campbelltown,646,43.19
1090000,Moorebank,274,26.27
1080000,Woodbine,914,41.15
1080000,Gledswood Hills,400,42.7
1060000,Bexley,180,12.84
1035000,Woodcroft,467,32.83
1025000,Glenbrook,696,55.19
1013000,Elizabeth Hills,375,33.68
1010000,Mount Druitt,1012,38.24
1010000,Riverstone,338,39.07
14500000,Castle Cove,1050,8.8
5400000,Hunters Hill,932,6.95
4675000,Cronulla,910,21.83
4000000,Turramurra,1018,16.36
3700000,Ashfield,716,8.08
3401000,Pymble,1454,14.82
3355000,Fairlight,310,9.88
3210000,North Ryde,531,10.39
3050000,Eastwood,582,14.34
3035000,Cabarita,284,8.88
2880000,West Ryde,647,13.34
2850000,Five Dock,318,7.69
2750000,Maroubra,268,9.52
2715000,Eastwood,756,14.34
2680000,Forestville,702,11.47
2670000,Blakehurst,797,16.73
2555000,Ryde,714,10.92
2380000,Ermington,708,15
2370000,Five Dock,284,7.69
2300000,Wahroonga,738,17.9
2200000,Enmore,278,5.37
2200000,Abbotsbury,675,32.42
2138000,Bexley North,538,12.24
2110000,Newtown,142,4.73
2105000,Dee Why,462,14.67
2080000,Ermington,521,15
2030000,Alexandria,208,5.06
2000000,Epping,689,15.95
1855000,Glen Alpine,1124,47.41
1830000,Seven Hills,556,26.58
1820000,Dundas Valley,613,16.38
1800000,Rydalmere,500,16.91
1780000,West Ryde,253,13.34
1775000,Glenmore Park,785,49.65
1770000,Panania,730,22.21
1765000,Arncliffe,696,10.09
1761888,Hornsby Heights,1112,25.37
1745000,Illawong,828,21.6
1740000,Pemulwuy,371,26.91
1735000,The Ponds,510,33.2
1720000,Blakehurst,455,16.73
1700000,Balmain,139,2.81
1697000,Picnic Point,280,22.31
1665000,Glenfield,1138,31.57
1620000,Parramatta,481,19.44
1570000,Bateau Bay,891,58.53
1530000,Lakemba,908,13.76
1511000,Riverstone,1056,39.07
1505500,Glenfield,476,31.57
1492500,Roselands,594,14.57
1480000,Loftus,689,25.04
1455500,Parramatta,594,19.44
1415000,Kirrawee,563,22.57
1400000,Regents Park,708,16.99
1375000,Pendle Hill,579,24.52
1370000,Bankstown,657,17.61
1358000,Toongabbie,916,25.67
1355000,Pendle Hill,362,24.52
1340000,Campsie,500,11.28
1340000,Chipping Norton,676,24.05
1305000,Georges Hall,278,20.97
1300000,Ashfield,170,8.08
1275000,Vineyard,1743,41.4
1275000,Copacabana,556,46.9
1265000,Budgewoi,626,76.65
1240000,Panania,373,22.21
1230000,Lewisham,108,6.74
1212000,Abbotsbury,592,32.42
1206000,Cherrybrook,272,21.99
1200000,Casula,557,30.52
1180000,Middleton Grange,551,34.32
1155000,Wetherill Park,558,28.94
1155000,Penshurst,318,16.01
1150000,Moorebank,664,26.27
1100000,Lurnea,910,29.97
1100000,Mount Druitt,721,38.24
1090000,Bungarribee,333,33.4
1070000,Greenfield Park,560,29.37
1060000,Edensor Park,572,30.78
1025000,Killarney Vale,753,60.03
1025000,Wakeley,551,27.89
1022000,Smithfield,512,25.19
1020000,Blacktown,695,30.03
1800787,Camden Park,1004,52.06
1697000,Castle Hill,356,24.76
1300000,Gledswood Hills,501,42.7
1300000,Edmondson Park,498,34.95
1130000,Mount Annan,785,46.81
1050000,Bardia,310,34.46
1011000,Blacktown,569,30.03
1000000,Eastern Creek,601,34.17
7000000,Clontarf,627,7.69
4360000,Eastwood,1467,14.34
3350000,Randwick,266,6.53
2800000,Lugarno,588,20
2737500,Belrose,696,15.92
2683000,Russell Lea,354,6.33
2400000,Erskineville,114,4.66
2390000,Burwood,423,9.9
2370000,Rouse Hill,1062,34.5
2325000,Narraweena,667,14.02
2130000,Elanora Heights,835,19.05
2125000,Carlingford,1037,18.2
2100999,Hornsby,705,21.2
1925000,Camden,771,52.32
1860000,Padstow,1018,19.07
1850000,Earlwood,165,9.84
1800000,Hurstville,572,14.81
1715000,Glen Alpine,901,47.41
1670000,Camden Park,930,52.06
1610000,Glen Alpine,800,47.41
1600000,Wyongah,1081,70.78
1600000,Kings Park,557,31.21
1525000,North Parramatta,514,19.97
1370000,Harrington Park,720,47.35
1361500,Winston Hills,556,23.42
1345000,Liberty Grove,138,11.97
1330000,Revesby,631,20.44
1320000,Miranda,220,20.95
1312000,Glenmore Park,758,49.65
1300000,Tumbi Umbi,590,57.68
1300000,Punchbowl,388,16.27
1282000,Casula,894,30.52
1280000,Blaxland,696,56.39
1280000,Narellan Vale,783,47.8
1255000,Woy Woy,645,40.99
1240000,Kincumber,619,47.05
1220000,South Wentworthville,803,22.54
1185000,Erskine Park,1046,38.85
1161000,Oran Park,409,45.41
1140000,Camden South,1233,52.86
1110000,Bateau Bay,619,58.53
1100000,Cobbitty,1043,51.16
1100000,Riverstone,355,39.07
1095000,Berkeley Vale,594,61.6
1095000,West Hoxton,601,35.53
1050000,Quakers Hill,349,33.29
1010000,Cranebrook,688,49.66
10000000,Longueville,1537,5.6
4100000,Hunters Hill,815,6.95
3750000,Lilyfield,307,4.57
3700000,Wahroonga,1800,17.9
3250000,Daleys Point,1728,42.27
2900000,Earlwood,645,9.84
2720000,Belrose,961,15.92
2709000,Baulkham Hills,988,24.81
2530000,Denistone West,746,14.23
2515000,Elanora Heights,615,19.05
2330000,Surry Hills,113,2.14
2100000,Forestville,556,11.47
2050000,Hornsby,672,21.2
2025000,Davidson,1189,14.03
1875000,Bangor,2335,23.5
1750000,Jannali,687,21.53
1720000,Earlwood,155,9.84
1720000,Colebee,530,36.09
1713956,Marayong,1486,32.22
